sample,transcript_id,TPM,gene,biotype
Cl13_D7_Prog_1,ENSMUST00000168919,20.96329,Klrk1,protein_coding
Cl13_D7_Prog_1,ENSMUST00000032252,28.496061,Klrk1,protein_coding
Cl13_D7_Prog_1,ENSMUST00000095412,0,Klrk1,protein_coding
Cl13_D7_Prog_1,ENSMUST00000152256,4.650108,Klrk1,retained_intron
Cl13_D7_Prog_1,ENSMUST00000137660,0,Klrk1,retained_intron
Cl13_D7_Prog_1,ENSMUST00000204694,1.791315,Klrk1,retained_intron
Cl13_D7_Prog_1,ENSMUST00000192506,10.498413,Gapdh,retained_intron
Cl13_D7_Prog_1,ENSMUST00000147954,42.855443,Gapdh,retained_intron
Cl13_D7_Prog_1,ENSMUST00000117757,387.853775,Gapdh,protein_coding
Cl13_D7_Prog_1,ENSMUST00000118875,94.047008,Gapdh,protein_coding
Cl13_D7_Prog_1,ENSMUST00000073605,243.982425,Gapdh,protein_coding
Cl13_D7_Prog_1,ENSMUST00000183272,0,Gapdh,protein_coding
Cl13_D7_Prog_1,ENSMUST00000182464,0,Gapdh,retained_intron
Cl13_D7_Prog_1,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_Prog_1,ENSMUST00000182115,342.95707,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_Prog_1,ENSMUST00000182052,275.80115,Gapdh,protein_coding
Cl13_D7_Prog_1,ENSMUST00000182277,1.224169,Gapdh,protein_coding
Cl13_D7_Prog_1,ENSMUST00000182670,12.090314,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_Prog_1,ENSMUST00000144588,3.70415,Gapdh,retained_intron
Cl13_D7_Prog_1,ENSMUST00000100497,1447.117358,Actb,protein_coding
Cl13_D7_Prog_1,ENSMUST00000196997,234.899113,Actb,protein_coding_CDS_not_defined
Cl13_D7_Prog_1,ENSMUST00000167721,1.292548,Actb,protein_coding
Cl13_D7_Prog_1,ENSMUST00000171419,160.820533,Actb,protein_coding
Cl13_D7_Prog_1,ENSMUST00000167386,0.502749,Actb,protein_coding_CDS_not_defined
Cl13_D7_Prog_1,ENSMUST00000163829,15.426578,Actb,protein_coding
Cl13_D7_Prog_1,ENSMUST00000106216,24.884332,Actb,protein_coding
Cl13_D7_Prog_1,ENSMUST00000165629,12.90835,Actb,retained_intron
Cl13_D7_Prog_1,ENSMUST00000164765,9.781007,Actb,retained_intron
Cl13_D7_Prog_2,ENSMUST00000168919,47.578099,Klrk1,protein_coding
Cl13_D7_Prog_2,ENSMUST00000032252,81.954252,Klrk1,protein_coding
Cl13_D7_Prog_2,ENSMUST00000095412,0,Klrk1,protein_coding
Cl13_D7_Prog_2,ENSMUST00000152256,13.170651,Klrk1,retained_intron
Cl13_D7_Prog_2,ENSMUST00000137660,5.305899,Klrk1,retained_intron
Cl13_D7_Prog_2,ENSMUST00000204694,3.02027,Klrk1,retained_intron
Cl13_D7_Prog_2,ENSMUST00000192506,11.666705,Gapdh,retained_intron
Cl13_D7_Prog_2,ENSMUST00000147954,26.67418,Gapdh,retained_intron
Cl13_D7_Prog_2,ENSMUST00000117757,348.112902,Gapdh,protein_coding
Cl13_D7_Prog_2,ENSMUST00000118875,70.739879,Gapdh,protein_coding
Cl13_D7_Prog_2,ENSMUST00000073605,312.62122,Gapdh,protein_coding
Cl13_D7_Prog_2,ENSMUST00000183272,0,Gapdh,protein_coding
Cl13_D7_Prog_2,ENSMUST00000182464,0,Gapdh,retained_intron
Cl13_D7_Prog_2,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_Prog_2,ENSMUST00000182115,375.349293,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_Prog_2,ENSMUST00000182052,304.153212,Gapdh,protein_coding
Cl13_D7_Prog_2,ENSMUST00000182277,1.152372,Gapdh,protein_coding
Cl13_D7_Prog_2,ENSMUST00000182670,17.74106,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_Prog_2,ENSMUST00000144588,5.911588,Gapdh,retained_intron
Cl13_D7_Prog_2,ENSMUST00000100497,1851.284255,Actb,protein_coding
Cl13_D7_Prog_2,ENSMUST00000196997,185.856293,Actb,protein_coding_CDS_not_defined
Cl13_D7_Prog_2,ENSMUST00000167721,0,Actb,protein_coding
Cl13_D7_Prog_2,ENSMUST00000171419,185.793612,Actb,protein_coding
Cl13_D7_Prog_2,ENSMUST00000167386,2.394511,Actb,protein_coding_CDS_not_defined
Cl13_D7_Prog_2,ENSMUST00000163829,42.434952,Actb,protein_coding
Cl13_D7_Prog_2,ENSMUST00000106216,36.687707,Actb,protein_coding
Cl13_D7_Prog_2,ENSMUST00000165629,28.093609,Actb,retained_intron
Cl13_D7_Prog_2,ENSMUST00000164765,10.363338,Actb,retained_intron
Cl13_D7_TermEx_1,ENSMUST00000168919,53.679244,Klrk1,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000032252,93.281699,Klrk1,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000095412,0,Klrk1,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000152256,13.566101,Klrk1,retained_intron
Cl13_D7_TermEx_1,ENSMUST00000137660,6.444623,Klrk1,retained_intron
Cl13_D7_TermEx_1,ENSMUST00000204694,3.627601,Klrk1,retained_intron
Cl13_D7_TermEx_1,ENSMUST00000192506,10.544533,Gapdh,retained_intron
Cl13_D7_TermEx_1,ENSMUST00000147954,18.787061,Gapdh,retained_intron
Cl13_D7_TermEx_1,ENSMUST00000117757,404.192266,Gapdh,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000118875,184.376863,Gapdh,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000073605,345.57213,Gapdh,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000183272,0,Gapdh,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000182464,0,Gapdh,retained_intron
Cl13_D7_TermEx_1,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_TermEx_1,ENSMUST00000182115,438.515523,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_TermEx_1,ENSMUST00000182052,304.415187,Gapdh,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000182277,1.729593,Gapdh,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000182670,9.611861,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_TermEx_1,ENSMUST00000144588,5.537138,Gapdh,retained_intron
Cl13_D7_TermEx_1,ENSMUST00000100497,3121.195609,Actb,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000196997,303.407069,Actb,protein_coding_CDS_not_defined
Cl13_D7_TermEx_1,ENSMUST00000167721,0.639097,Actb,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000171419,375.445009,Actb,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000167386,1.595146,Actb,protein_coding_CDS_not_defined
Cl13_D7_TermEx_1,ENSMUST00000163829,71.979445,Actb,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000106216,48.703769,Actb,protein_coding
Cl13_D7_TermEx_1,ENSMUST00000165629,35.170958,Actb,retained_intron
Cl13_D7_TermEx_1,ENSMUST00000164765,15.102143,Actb,retained_intron
Cl13_D7_TermEx_2,ENSMUST00000168919,28.690665,Klrk1,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000032252,30.891701,Klrk1,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000095412,8.484021,Klrk1,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000152256,7.389342,Klrk1,retained_intron
Cl13_D7_TermEx_2,ENSMUST00000137660,0,Klrk1,retained_intron
Cl13_D7_TermEx_2,ENSMUST00000204694,2.582375,Klrk1,retained_intron
Cl13_D7_TermEx_2,ENSMUST00000192506,7.970369,Gapdh,retained_intron
Cl13_D7_TermEx_2,ENSMUST00000147954,27.508048,Gapdh,retained_intron
Cl13_D7_TermEx_2,ENSMUST00000117757,403.566765,Gapdh,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000118875,153.470808,Gapdh,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000073605,372.576917,Gapdh,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000183272,0,Gapdh,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000182464,0,Gapdh,retained_intron
Cl13_D7_TermEx_2,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_TermEx_2,ENSMUST00000182115,416.782654,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_TermEx_2,ENSMUST00000182052,336.951205,Gapdh,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000182277,2.478886,Gapdh,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000182670,7.335903,Gapdh,protein_coding_CDS_not_defined
Cl13_D7_TermEx_2,ENSMUST00000144588,4.063897,Gapdh,retained_intron
Cl13_D7_TermEx_2,ENSMUST00000100497,2426.284932,Actb,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000196997,269.715483,Actb,protein_coding_CDS_not_defined
Cl13_D7_TermEx_2,ENSMUST00000167721,1.282392,Actb,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000171419,278.043067,Actb,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000167386,0.422735,Actb,protein_coding_CDS_not_defined
Cl13_D7_TermEx_2,ENSMUST00000163829,42.702316,Actb,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000106216,23.880208,Actb,protein_coding
Cl13_D7_TermEx_2,ENSMUST00000165629,14.924115,Actb,retained_intron
Cl13_D7_TermEx_2,ENSMUST00000164765,11.766988,Actb,retained_intron
pMIG_Cl13_Prog_1,ENSMUST00000168919,36.819699,Klrk1,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000032252,53.508377,Klrk1,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000095412,35.115577,Klrk1,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000152256,11.171755,Klrk1,retained_intron
pMIG_Cl13_Prog_1,ENSMUST00000137660,1.786311,Klrk1,retained_intron
pMIG_Cl13_Prog_1,ENSMUST00000204694,3.201292,Klrk1,retained_intron
pMIG_Cl13_Prog_1,ENSMUST00000192506,16.248231,Gapdh,retained_intron
pMIG_Cl13_Prog_1,ENSMUST00000147954,181.828156,Gapdh,retained_intron
pMIG_Cl13_Prog_1,ENSMUST00000117757,485.599186,Gapdh,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000118875,494.173218,Gapdh,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000073605,71.53239,Gapdh,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000183272,0.483225,Gapdh,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000182464,0,Gapdh,retained_intron
pMIG_Cl13_Prog_1,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_1,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_1,ENSMUST00000182052,51.490842,Gapdh,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000182277,3.531213,Gapdh,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000182670,31.456381,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_1,ENSMUST00000144588,5.896627,Gapdh,retained_intron
pMIG_Cl13_Prog_1,ENSMUST00000100497,2654.410629,Actb,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000196997,2129.915366,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_1,ENSMUST00000167721,0,Actb,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000171419,35.114412,Actb,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_1,ENSMUST00000163829,0,Actb,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000106216,4.360924,Actb,protein_coding
pMIG_Cl13_Prog_1,ENSMUST00000165629,15.381389,Actb,retained_intron
pMIG_Cl13_Prog_1,ENSMUST00000164765,8.245201,Actb,retained_intron
pMIG_Cl13_Prog_2,ENSMUST00000168919,30.869104,Klrk1,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000032252,44.52367,Klrk1,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000095412,40.838977,Klrk1,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000152256,6.844068,Klrk1,retained_intron
pMIG_Cl13_Prog_2,ENSMUST00000137660,13.964234,Klrk1,retained_intron
pMIG_Cl13_Prog_2,ENSMUST00000204694,3.272104,Klrk1,retained_intron
pMIG_Cl13_Prog_2,ENSMUST00000192506,17.529547,Gapdh,retained_intron
pMIG_Cl13_Prog_2,ENSMUST00000147954,260.503704,Gapdh,retained_intron
pMIG_Cl13_Prog_2,ENSMUST00000117757,108.079971,Gapdh,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000118875,703.348142,Gapdh,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000073605,56.86776,Gapdh,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000183272,0,Gapdh,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000182464,0,Gapdh,retained_intron
pMIG_Cl13_Prog_2,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_2,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_2,ENSMUST00000182052,27.421976,Gapdh,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000182277,0,Gapdh,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_2,ENSMUST00000144588,4.841529,Gapdh,retained_intron
pMIG_Cl13_Prog_2,ENSMUST00000100497,2589.152269,Actb,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000196997,2599.897851,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_2,ENSMUST00000167721,0,Actb,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000171419,15.285927,Actb,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_2,ENSMUST00000163829,0,Actb,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000106216,6.243603,Actb,protein_coding
pMIG_Cl13_Prog_2,ENSMUST00000165629,16.68765,Actb,retained_intron
pMIG_Cl13_Prog_2,ENSMUST00000164765,8.255976,Actb,retained_intron
pMIG_Cl13_Prog_3,ENSMUST00000168919,40.490624,Klrk1,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000032252,46.606272,Klrk1,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000095412,31.706199,Klrk1,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000152256,12.165012,Klrk1,retained_intron
pMIG_Cl13_Prog_3,ENSMUST00000137660,17.051737,Klrk1,retained_intron
pMIG_Cl13_Prog_3,ENSMUST00000204694,3.091082,Klrk1,retained_intron
pMIG_Cl13_Prog_3,ENSMUST00000192506,13.964619,Gapdh,retained_intron
pMIG_Cl13_Prog_3,ENSMUST00000147954,73.131858,Gapdh,retained_intron
pMIG_Cl13_Prog_3,ENSMUST00000117757,328.810262,Gapdh,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000118875,552.535422,Gapdh,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000073605,164.468698,Gapdh,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000183272,0,Gapdh,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000182464,0,Gapdh,retained_intron
pMIG_Cl13_Prog_3,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_3,ENSMUST00000182115,71.133435,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_3,ENSMUST00000182052,10.548456,Gapdh,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000182277,1.970654,Gapdh,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000182670,1.954536,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_3,ENSMUST00000144588,4.17947,Gapdh,retained_intron
pMIG_Cl13_Prog_3,ENSMUST00000100497,2617.897193,Actb,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000196997,1581.335597,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_3,ENSMUST00000167721,0,Actb,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000171419,56.861957,Actb,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000167386,0.128676,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_Prog_3,ENSMUST00000163829,0.697263,Actb,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000106216,4.241666,Actb,protein_coding
pMIG_Cl13_Prog_3,ENSMUST00000165629,15.153224,Actb,retained_intron
pMIG_Cl13_Prog_3,ENSMUST00000164765,11.379998,Actb,retained_intron
pMIG_Cl13_TermEx_1,ENSMUST00000168919,60.227144,Klrk1,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000032252,78.549384,Klrk1,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000095412,42.104595,Klrk1,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000152256,22.942707,Klrk1,retained_intron
pMIG_Cl13_TermEx_1,ENSMUST00000137660,11.331586,Klrk1,retained_intron
pMIG_Cl13_TermEx_1,ENSMUST00000204694,5.46355,Klrk1,retained_intron
pMIG_Cl13_TermEx_1,ENSMUST00000192506,14.644365,Gapdh,retained_intron
pMIG_Cl13_TermEx_1,ENSMUST00000147954,79.505154,Gapdh,retained_intron
pMIG_Cl13_TermEx_1,ENSMUST00000117757,358.645277,Gapdh,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000118875,484.600854,Gapdh,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000073605,130.838718,Gapdh,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000183272,0,Gapdh,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000182464,0,Gapdh,retained_intron
pMIG_Cl13_TermEx_1,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_1,ENSMUST00000182115,189.81564,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_1,ENSMUST00000182052,99.182152,Gapdh,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000182277,1.889997,Gapdh,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000182670,12.175101,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_1,ENSMUST00000144588,6.260463,Gapdh,retained_intron
pMIG_Cl13_TermEx_1,ENSMUST00000100497,3952.414585,Actb,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000196997,893.613302,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_1,ENSMUST00000167721,0,Actb,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000171419,276.502198,Actb,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000167386,0.295977,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_1,ENSMUST00000163829,12.981201,Actb,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000106216,17.937946,Actb,protein_coding
pMIG_Cl13_TermEx_1,ENSMUST00000165629,27.874051,Actb,retained_intron
pMIG_Cl13_TermEx_1,ENSMUST00000164765,14.841941,Actb,retained_intron
pMIG_Cl13_TermEx_2,ENSMUST00000168919,46.650353,Klrk1,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000032252,65.054156,Klrk1,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000095412,59.532329,Klrk1,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000152256,18.144514,Klrk1,retained_intron
pMIG_Cl13_TermEx_2,ENSMUST00000137660,7.494295,Klrk1,retained_intron
pMIG_Cl13_TermEx_2,ENSMUST00000204694,3.24348,Klrk1,retained_intron
pMIG_Cl13_TermEx_2,ENSMUST00000192506,13.418004,Gapdh,retained_intron
pMIG_Cl13_TermEx_2,ENSMUST00000147954,90.679028,Gapdh,retained_intron
pMIG_Cl13_TermEx_2,ENSMUST00000117757,428.522818,Gapdh,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000118875,619.51305,Gapdh,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000073605,121.278317,Gapdh,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000183272,0,Gapdh,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000182464,0,Gapdh,retained_intron
pMIG_Cl13_TermEx_2,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_2,ENSMUST00000182115,104.934812,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_2,ENSMUST00000182052,0,Gapdh,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000182277,3.339996,Gapdh,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000182670,37.504861,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_2,ENSMUST00000144588,1.865456,Gapdh,retained_intron
pMIG_Cl13_TermEx_2,ENSMUST00000100497,3999.4912,Actb,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000196997,2197.495568,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_2,ENSMUST00000167721,0,Actb,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000171419,101.932184,Actb,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_2,ENSMUST00000163829,0,Actb,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000106216,9.983237,Actb,protein_coding
pMIG_Cl13_TermEx_2,ENSMUST00000165629,16.594501,Actb,retained_intron
pMIG_Cl13_TermEx_2,ENSMUST00000164765,15.239409,Actb,retained_intron
pMIG_Cl13_TermEx_3,ENSMUST00000168919,54.112287,Klrk1,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000032252,70.914925,Klrk1,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000095412,36.237424,Klrk1,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000152256,19.504819,Klrk1,retained_intron
pMIG_Cl13_TermEx_3,ENSMUST00000137660,0,Klrk1,retained_intron
pMIG_Cl13_TermEx_3,ENSMUST00000204694,4.241569,Klrk1,retained_intron
pMIG_Cl13_TermEx_3,ENSMUST00000192506,14.159035,Gapdh,retained_intron
pMIG_Cl13_TermEx_3,ENSMUST00000147954,94.988441,Gapdh,retained_intron
pMIG_Cl13_TermEx_3,ENSMUST00000117757,339.655154,Gapdh,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000118875,628.534874,Gapdh,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000073605,0,Gapdh,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000183272,0,Gapdh,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000182464,0,Gapdh,retained_intron
pMIG_Cl13_TermEx_3,ENSMUST00000144205,0.840008,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_3,ENSMUST00000182115,35.431157,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_3,ENSMUST00000182052,28.624524,Gapdh,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000182277,1.803569,Gapdh,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_3,ENSMUST00000144588,4.208694,Gapdh,retained_intron
pMIG_Cl13_TermEx_3,ENSMUST00000100497,4492.770565,Actb,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000196997,2415.710091,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_3,ENSMUST00000167721,0,Actb,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000171419,173.560482,Actb,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
pMIG_Cl13_TermEx_3,ENSMUST00000163829,12.900964,Actb,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000106216,13.388586,Actb,protein_coding
pMIG_Cl13_TermEx_3,ENSMUST00000165629,16.878885,Actb,retained_intron
pMIG_Cl13_TermEx_3,ENSMUST00000164765,14.94301,Actb,retained_intron
Tem_GSM4427964_22_23,ENSMUST00000168919,10.419607,Klrk1,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000032252,19.119896,Klrk1,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000095412,0.98347,Klrk1,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000152256,5.704746,Klrk1,retained_intron
Tem_GSM4427964_22_23,ENSMUST00000137660,7.324854,Klrk1,retained_intron
Tem_GSM4427964_22_23,ENSMUST00000204694,2.533582,Klrk1,retained_intron
Tem_GSM4427964_22_23,ENSMUST00000192506,17.815516,Gapdh,retained_intron
Tem_GSM4427964_22_23,ENSMUST00000147954,5.008095,Gapdh,retained_intron
Tem_GSM4427964_22_23,ENSMUST00000117757,71.952602,Gapdh,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000118875,1404.131804,Gapdh,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000073605,0,Gapdh,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000183272,0.74814,Gapdh,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000182464,0,Gapdh,retained_intron
Tem_GSM4427964_22_23,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Tem_GSM4427964_22_23,ENSMUST00000182115,130.618612,Gapdh,protein_coding_CDS_not_defined
Tem_GSM4427964_22_23,ENSMUST00000182052,0.789421,Gapdh,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000182277,3.232676,Gapdh,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000182670,1.084081,Gapdh,protein_coding_CDS_not_defined
Tem_GSM4427964_22_23,ENSMUST00000144588,23.033733,Gapdh,retained_intron
Tem_GSM4427964_22_23,ENSMUST00000100497,9711.315143,Actb,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000196997,0.942756,Actb,protein_coding_CDS_not_defined
Tem_GSM4427964_22_23,ENSMUST00000167721,97.935385,Actb,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000171419,30.378099,Actb,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000167386,1.754642,Actb,protein_coding_CDS_not_defined
Tem_GSM4427964_22_23,ENSMUST00000163829,4.703643,Actb,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000106216,18.565848,Actb,protein_coding
Tem_GSM4427964_22_23,ENSMUST00000165629,54.020945,Actb,retained_intron
Tem_GSM4427964_22_23,ENSMUST00000164765,22.379345,Actb,retained_intron
Tem_GSM4427966_24_25,ENSMUST00000168919,11.939282,Klrk1,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000032252,22.729781,Klrk1,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000095412,0.612824,Klrk1,protein_coding
Tem_GSM4427966_24_25,ENSMUST00000152256,3.378088,Klrk1,retained_intron
Tem_GSM4427966_24_25,ENSMUST00000137660,7.762541,Klrk1,retained_intron
Tem_GSM4427966_24_25,ENSMUST00000204694,2.052144,Klrk1,retained_intron
Tem_GSM4427966_24_25,ENSMUST00000192506,19.83812,Gapdh,retained_intron
Tem_GSM4427966_24_25,ENSMUST00000147954,6.643177,Gapdh,retained_intron
Tem_GSM4427966_24_25,ENSMUST00000117757,61.787067,Gapdh,protein_coding
